pokedex_number,name,generation,type1,type2,against_normal,against_grass,against_fire,against_water,against_electric,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,hp,attack,defense,sp_attack,sp_defense,speed,height_m,weight_kg,is_legendary,base_egg_steps,capture_rate,experience_growth
504,Patrat,5,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,45,55,39,35,39,42,0.5,11.6,0,3840,255,1000000
505,Watchog,5,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,60,85,69,60,69,77,1.1,27.0,0,5120,255,1000000
506,Lillipup,5,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,45,60,45,25,45,55,0.4,4.1,0,3840,255,1059860
507,Herdier,5,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,65,80,65,35,65,60,0.9,14.7,0,3840,120,1059860
508,Stoutland,5,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,85,110,90,45,90,80,1.2,61.0,0,3840,45,1059860
509,Purrloin,5,dark,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,41,50,37,50,37,66,0.4,10.1,0,5120,255,1000000
510,Liepard,5,dark,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,64,88,50,88,50,106,1.1,37.5,0,5120,90,1000000
511,Pansage,5,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,50,53,48,53,48,64,0.6,10.5,0,5120,190,1000000
512,Simisage,5,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,75,98,63,98,63,101,1.1,30.5,0,5120,75,1000000
513,Pansear,5,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,50,53,48,53,48,64,0.6,11.0,0,5120,190,1000000
514,Simisear,5,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,75,98,63,98,63,101,1.0,28.0,0,5120,75,1000000
515,Panpour,5,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,50,53,48,53,48,64,0.6,13.5,0,5120,190,1000000
516,Simipour,5,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,75,98,63,98,63,101,1.0,29.0,0,5120,75,1000000
517,Munna,5,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,76,25,45,67,55,24,0.6,23.3,0,2560,190,800000
518,Musharna,5,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,116,55,85,107,95,29,1.1,60.5,0,2560,75,800000
519,Pidove,5,normal,flying,1,0.5,1,1,2,2,1,1,0,1,1,0.5,2,0,1,1,1,1,50,55,50,36,30,43,0.3,2.1,0,3840,255,1059860
520,Tranquill,5,normal,flying,1,0.5,1,1,2,2,1,1,0,1,1,0.5,2,0,1,1,1,1,62,77,62,50,42,65,0.6,15.0,0,3840,120,1059860
521,Unfezant,5,normal,flying,1,0.5,1,1,2,2,1,1,0,1,1,0.5,2,0,1,1,1,1,80,115,80,65,55,93,1.2,29.0,0,3840,45,1059860
522,Blitzle,5,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,45,60,32,50,32,76,0.8,29.8,0,5120,190,1000000
523,Zebstrika,5,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,75,100,63,80,63,116,1.6,79.5,0,5120,75,1000000
524,Roggenrola,5,rock,,0.5,2,0.5,2,1,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,55,75,85,25,25,15,0.4,18.0,0,3840,255,1059860
525,Boldore,5,rock,,0.5,2,0.5,2,1,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,70,105,105,50,40,20,0.9,102.0,0,3840,120,1059860
526,Gigalith,5,rock,,0.5,2,0.5,2,1,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,85,135,130,60,80,25,1.7,260.0,0,3840,45,1059860
527,Woobat,5,psychic,flying,1,0.5,1,1,2,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,65,45,43,55,43,72,0.4,2.1,0,3840,190,1000000
528,Swoobat,5,psychic,flying,1,0.5,1,1,2,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,67,57,55,77,55,114,0.9,10.5,0,3840,45,1000000
529,Drilbur,5,ground,,1,2,1,2,0,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,60,85,40,30,45,68,0.3,8.5,0,5120,120,1000000
530,Excadrill,5,ground,steel,0.5,1,2,2,0,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5,110,135,60,50,65,88,0.7,40.4,0,5120,60,1000000
531,Audino,5,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,103,60,86,60,86,50,1.1,31.0,0,5120,255,800000
531,Mega Audino,6,normal,fairy,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1,103,60,126,80,126,50,1.5,32.0,0,5120,255,800000
532,Timburr,5,fighting,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,75,80,55,25,35,35,0.6,12.5,0,5120,180,1059860
533,Gurdurr,5,fighting,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,85,105,85,40,50,40,1.2,40.0,0,5120,90,1059860
534,Conkeldurr,5,fighting,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,105,140,95,55,65,45,1.4,87.0,0,5120,45,1059860
535,Tympole,5,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,50,50,40,50,40,64,0.5,4.5,0,5120,255,1059860
536,Palpitoad,5,water,ground,1,4,0.5,1,0,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,75,65,55,65,55,69,0.8,17.0,0,5120,120,1059860
537,Seismitoad,5,water,ground,1,4,0.5,1,0,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,105,95,75,85,75,74,1.5,62.0,0,5120,45,1059860
538,Throh,5,fighting,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,120,100,85,30,85,45,1.3,55.5,0,5120,45,1000000
539,Sawk,5,fighting,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,75,125,75,30,75,85,1.4,51.0,0,5120,45,1000000
540,Sewaddle,5,bug,grass,1,0.25,4,0.5,0.5,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,45,53,70,40,60,42,0.3,2.5,0,3840,255,1059860
541,Swadloon,5,bug,grass,1,0.25,4,0.5,0.5,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,55,63,90,50,80,42,0.5,7.3,0,3840,120,1059860
542,Leavanny,5,bug,grass,1,0.25,4,0.5,0.5,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,75,103,80,70,80,92,1.2,20.5,0,3840,45,1059860
543,Venipede,5,bug,poison,1,0.25,2,1,1,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,30,45,59,30,39,57,0.4,5.3,0,3840,255,1059860
544,Whirlipede,5,bug,poison,1,0.25,2,1,1,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,40,55,99,40,79,47,1.2,58.5,0,3840,120,1059860
545,Scolipede,5,bug,poison,1,0.25,2,1,1,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,60,100,89,55,69,112,2.5,200.5,0,5120,45,1059860
546,Cottonee,5,grass,fairy,1,0.5,2,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,40,27,60,37,50,66,0.3,0.6,0,5120,190,1000000
547,Whimsicott,5,grass,fairy,1,0.5,2,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,60,67,85,77,75,116,0.7,6.6,0,5120,75,1000000
548,Petilil,5,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,45,35,50,70,50,30,0.5,6.6,0,5120,190,1000000
549,Lilligant,5,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,70,60,75,110,75,90,1.1,16.3,0,5120,75,1000000
549,Hisuian Lilligant,8,grass,fighting,1,0.5,2,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,70,105,75,50,75,105,1.2,19.2,0,5120,75,1000000
550,Basculin,5,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,70,92,65,80,55,98,1.0,18.0,0,10240,25,1000000
551,Sandile,5,ground,dark,1,2,1,2,0,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,50,72,35,35,35,65,0.7,15.2,0,5120,180,1059860
552,Krokorok,5,ground,dark,1,2,1,2,0,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,60,82,45,45,45,74,1.0,33.4,0,5120,90,1059860
553,Krookodile,5,ground,dark,1,2,1,2,0,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,95,117,80,65,70,92,1.5,96.3,0,5120,45,1059860
554,Darumaka,5,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,70,90,45,15,45,50,0.6,37.5,0,5120,120,1059860
554,Galarian Darumaka,8,ice,,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,70,90,45,15,45,50,0.7,40.0,0,5120,120,1059860
555,Darmanitan,5,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,105,140,55,30,55,95,1.3,92.9,0,5120,60,1059860
555,Zen Darmanitan,5,fire,psychic,1,0.5,0.5,2,1,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5,105,30,105,140,105,55,1.3,92.9,0,5120,60,1059860
555,Galarian Darmanitan,8,ice,,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,105,140,55,30,55,95,1.7,120.0,0,5120,60,1059860
555,Galarian Zen Darmanitan,8,ice,fire,1,0.5,1,2,1,0.25,2,1,2,1,1,0.5,4,1,1,1,1,0.5,105,160,55,30,55,135,1.7,120.0,0,5120,60,1059860
556,Maractus,5,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,75,86,67,106,67,60,1.0,28.0,0,5120,255,1000000
557,Dwebble,5,bug,rock,0.5,1,1,2,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,50,65,85,35,35,55,0.3,14.5,0,5120,190,1000000
558,Crustle,5,bug,rock,0.5,1,1,2,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,70,105,125,65,75,45,1.4,200.0,0,5120,75,1000000
559,Scraggy,5,dark,fighting,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,50,75,70,35,70,48,0.6,11.8,0,3840,180,1000000
560,Scrafty,5,dark,fighting,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,65,90,115,45,115,58,1.1,30.0,0,3840,90,1000000
561,Sigilyph,5,psychic,flying,1,0.5,1,1,2,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,72,58,80,103,80,97,1.4,14.0,0,5120,45,1000000
562,Yamask,5,ghost,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,38,30,85,55,65,30,0.5,1.5,0,6400,190,1000000
562,Galarian Yamask,8,ground,ghost,0,2,1,2,0,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,38,55,85,30,65,30,0.5,1.5,0,6400,190,1000000
563,Cofagrigus,5,ghost,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,58,50,145,95,105,30,1.7,76.5,0,6400,90,1000000
564,Tirtouga,5,water,rock,0.5,4,0.25,1,2,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,54,78,103,53,45,22,0.7,16.5,0,7680,45,1000000
565,Carracosta,5,water,rock,0.5,4,0.25,1,2,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,74,108,133,83,65,32,1.2,81.0,0,7680,45,1000000
566,Archen,5,rock,flying,0.5,1,0.5,2,2,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,55,112,45,74,45,70,0.5,9.5,0,7680,45,1000000
567,Archeops,5,rock,flying,0.5,1,0.5,2,2,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,75,140,65,112,65,110,1.4,32.0,0,7680,45,1000000
568,Trubbish,5,poison,,1,0.5,1,1,1,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,50,50,62,40,62,65,0.6,31.0,0,5120,190,1000000
569,Garbodor,5,poison,,1,0.5,1,1,1,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,80,95,82,60,82,75,1.9,107.3,0,5120,60,1000000
570,Zorua,5,dark,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,40,65,40,80,40,65,0.7,12.5,0,6400,75,1059860
570,Hisuian Zorua,8,normal,ghost,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,0,1,2,1,1,35,60,40,85,40,70,0.7,12.5,0,6400,75,1059860
571,Zoroark,5,dark,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,60,105,60,120,60,105,1.6,81.1,0,5120,45,1059860
571,Hisuian Zoroark,8,normal,ghost,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,0,1,2,1,1,60,105,60,120,60,105,1.6,73.0,0,5120,45,1059860
572,Minccino,5,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,55,50,40,40,40,75,0.4,5.8,0,3840,255,800000
573,Cinccino,5,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,75,95,60,65,60,115,0.5,7.5,0,3840,60,800000
574,Gothita,5,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,45,30,50,55,65,45,0.4,5.8,0,5120,200,1059860
575,Gothorita,5,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,60,45,70,75,85,55,0.7,18.0,0,5120,100,1059860
576,Gothitelle,5,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,70,55,95,95,110,65,1.5,44.0,0,5120,50,1059860
577,Solosis,5,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,45,30,40,105,50,20,0.3,1.0,0,5120,200,1059860
578,Duosion,5,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,65,40,50,125,60,30,0.6,8.0,0,5120,100,1059860
579,Reuniclus,5,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,110,65,75,125,85,30,1.0,20.1,0,5120,50,1059860
580,Ducklett,5,water,flying,1,1,0.5,0.5,4,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,62,44,50,44,50,55,0.5,5.5,0,5120,190,1000000
581,Swanna,5,water,flying,1,1,0.5,0.5,4,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,75,87,63,87,63,98,1.3,24.2,0,5120,45,1000000
582,Vanillite,5,ice,,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,36,50,50,65,60,44,0.4,5.7,0,5120,255,1250000
583,Vanillish,5,ice,,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,51,65,65,80,75,59,1.1,41.0,0,5120,120,1250000
584,Vanilluxe,5,ice,,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,71,95,85,110,95,79,1.3,57.5,0,5120,45,1250000
585,Deerling,5,normal,grass,1,0.5,2,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,60,60,50,40,50,75,0.6,19.5,0,5120,190,1000000
586,Sawsbuck,5,normal,grass,1,0.5,2,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,80,100,70,60,70,95,1.9,92.5,0,5120,75,1000000
587,Emolga,5,electric,flying,1,0.5,1,1,1,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,55,75,60,75,60,103,0.4,5.0,0,5120,200,1000000
588,Karrablast,5,bug,,1,0.5,2,1,1,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,50,75,45,40,45,60,0.5,5.9,0,3840,200,1000000
589,Escavalier,5,bug,steel,0.5,0.25,4,1,1,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,70,135,105,60,105,20,1.0,33.0,0,3840,75,1000000
590,Foongus,5,grass,poison,1,0.25,2,0.5,0.5,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,69,55,45,55,55,15,0.2,1.0,0,5120,190,1000000
591,Amoonguss,5,grass,poison,1,0.25,2,0.5,0.5,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,114,85,70,85,80,30,0.6,10.5,0,5120,75,1000000
592,Frillish,5,water,ghost,0,2,0.5,0.5,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,55,40,50,65,85,40,1.2,33.0,0,5120,190,1000000
593,Jellicent,5,water,ghost,0,2,0.5,0.5,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,100,60,70,85,105,60,2.2,135.0,0,5120,60,1000000
594,Alomomola,5,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,165,75,80,40,45,65,1.2,31.6,0,10240,75,800000
595,Joltik,5,bug,electric,1,0.5,2,1,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,50,47,50,57,50,65,0.1,0.6,0,5120,190,1000000
596,Galvantula,5,bug,electric,1,0.5,2,1,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,70,77,60,97,60,108,0.8,14.3,0,5120,75,1000000
597,Ferroseed,5,grass,steel,0.5,0.25,4,0.5,0.5,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,44,50,91,24,86,10,0.6,18.8,0,5120,255,1000000
598,Ferrothorn,5,grass,steel,0.5,0.25,4,0.5,0.5,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,74,94,131,54,116,20,1.0,110.0,0,5120,90,1000000
599,Klink,5,steel,,0.5,0.5,2,1,1,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,40,55,70,45,60,30,0.3,21.0,0,5120,130,1059860
600,Klang,5,steel,,0.5,0.5,2,1,1,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,60,80,95,70,85,50,0.6,51.0,0,5120,60,1059860
601,Klinklang,5,steel,,0.5,0.5,2,1,1,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,60,100,115,70,85,90,0.6,81.0,0,5120,30,1059860
602,Tynamo,5,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,35,55,40,45,40,60,0.2,0.3,0,5120,190,1250000
603,Eelektrik,5,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,65,85,70,75,70,40,1.2,22.0,0,5120,60,1250000
604,Eelektross,5,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,85,115,80,105,80,50,2.1,80.5,0,5120,30,1250000
605,Elgyem,5,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,55,55,55,85,55,30,0.5,9.0,0,5120,255,1000000
606,Beheeyem,5,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,75,75,75,125,95,40,1.0,34.5,0,5120,90,1000000
607,Litwick,5,ghost,fire,0,0.5,0.5,2,1,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,50,30,55,65,55,20,0.3,3.1,0,5120,190,1059860
608,Lampent,5,ghost,fire,0,0.5,0.5,2,1,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,60,40,60,95,60,55,0.6,13.0,0,5120,90,1059860
609,Chandelure,5,ghost,fire,0,0.5,0.5,2,1,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,60,55,90,145,90,80,1.0,34.3,0,5120,45,1059860
610,Axew,5,dragon,,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,46,87,60,30,40,57,0.6,18.0,0,10240,75,1250000
611,Fraxure,5,dragon,,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,66,117,70,40,50,67,1.0,36.0,0,10240,60,1250000
612,Haxorus,5,dragon,,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,76,147,90,60,70,97,1.8,105.5,0,10240,45,1250000
613,Cubchoo,5,ice,,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,55,70,40,60,40,40,0.5,8.5,0,5120,120,1000000
614,Beartic,5,ice,,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,95,130,80,70,80,50,2.6,260.0,0,5120,60,1000000
615,Cryogonal,5,ice,,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,80,50,50,95,135,105,1.1,148.0,0,6400,25,1000000
616,Shelmet,5,bug,,1,0.5,2,1,1,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,50,40,85,40,65,25,0.4,7.7,0,3840,200,1000000
617,Accelgor,5,bug,,1,0.5,2,1,1,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,80,70,40,100,60,145,0.8,25.3,0,3840,75,1000000
618,Stunfisk,5,ground,electric,1,2,1,2,0,2,1,0.5,2,0.5,1,1,0.5,1,1,1,0.5,1,109,66,84,81,99,32,0.7,11.0,0,5120,75,1000000
618,Galarian Stunfisk,8,ground,steel,0.5,1,2,2,0,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5,109,81,99,66,84,32,0.7,20.5,0,5120,75,1000000
619,Mienfoo,5,fighting,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,45,85,50,55,50,65,0.9,20.0,0,6400,180,1059860
620,Mienshao,5,fighting,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,65,125,60,95,60,105,1.4,35.5,0,6400,45,1059860
621,Druddigon,5,dragon,,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,77,120,90,60,90,48,1.6,139.0,0,7680,45,1000000
622,Golett,5,ground,ghost,0,2,1,2,0,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,59,74,50,35,50,35,1.0,92.0,0,6400,190,1000000
623,Golurk,5,ground,ghost,0,2,1,2,0,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,89,124,80,55,80,55,2.8,330.0,0,6400,90,1000000
624,Pawniard,5,dark,steel,0.5,0.5,2,1,1,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1,45,85,70,40,40,60,0.5,10.2,0,5120,120,1000000
625,Bisharp,5,dark,steel,0.5,0.5,2,1,1,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1,65,125,100,60,70,70,1.6,70.0,0,5120,45,1000000
626,Bouffalant,5,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,95,110,95,40,95,55,1.6,94.6,0,5120,45,1000000
627,Rufflet,5,normal,flying,1,0.5,1,1,2,2,1,1,0,1,1,0.5,2,0,1,1,1,1,70,83,50,37,50,60,0.5,10.5,0,5120,190,1250000
628,Braviary,5,normal,flying,1,0.5,1,1,2,2,1,1,0,1,1,0.5,2,0,1,1,1,1,100,123,75,57,75,80,1.5,41.0,0,5120,60,1250000
628,Hisuian Braviary,8,psychic,flying,1,0.5,1,1,2,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,110,83,70,112,70,65,1.7,43.4,0,5120,60,1250000
629,Vullaby,5,dark,flying,1,0.5,1,1,2,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,70,55,75,45,65,60,0.5,9.0,0,5120,190,1250000
630,Mandibuzz,5,dark,flying,1,0.5,1,1,2,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,110,65,105,55,95,80,1.2,39.5,0,5120,60,1250000
631,Heatmor,5,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,85,97,66,105,66,65,1.4,58.0,0,5120,90,1000000
632,Durant,5,bug,steel,0.5,0.25,4,1,1,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,58,109,112,48,48,109,0.3,33.0,0,5120,90,1000000
633,Deino,5,dark,dragon,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,52,65,50,45,50,38,0.8,17.3,0,10240,45,1250000
634,Zweilous,5,dark,dragon,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,72,85,70,65,70,58,1.4,50.0,0,10240,45,1250000
635,Hydreigon,5,dark,dragon,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,92,105,90,125,90,98,1.8,160.0,0,10240,45,1250000
636,Larvesta,5,bug,fire,1,0.25,1,2,1,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,55,85,55,50,55,60,1.1,28.8,0,10240,45,1250000
637,Volcarona,5,bug,fire,1,0.25,1,2,1,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,85,60,65,135,105,100,1.6,46.0,0,10240,15,1250000
638,Cobalion,5,steel,fighting,0.5,0.5,2,1,1,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1,91,90,129,90,72,108,2.1,250.0,1,20480,3,1250000
639,Terrakion,5,rock,fighting,0.5,2,0.5,2,1,1,2,0.5,2,1,2,0.5,0.5,1,1,0.5,2,2,91,129,90,72,90,108,1.9,260.0,1,20480,3,1250000
640,Virizion,5,grass,fighting,1,0.5,2,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,91,90,72,90,129,108,2.0,200.0,1,20480,3,1250000
641,Tornadus,5,flying,,1,0.5,1,1,2,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,79,115,70,125,80,111,1.5,63.0,1,30720,3,1250000
641,Therian Tornadus,5,flying,,1,0.5,1,1,2,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,79,100,80,110,90,121,1.4,63.0,1,30720,3,1250000
642,Thundurus,5,electric,flying,1,0.5,1,1,1,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,79,115,70,125,80,111,1.5,61.0,1,30720,3,1250000
642,Therian Thundurus,5,electric,flying,1,0.5,1,1,1,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,79,105,70,145,80,101,3.0,61.0,1,30720,3,1250000
643,Reshiram,5,dragon,fire,1,0.25,0.25,1,0.5,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1,100,120,100,150,120,90,3.2,330.0,1,30720,3,1250000
